what,kind,bundleId,bundleVersion,description,time
started,bundle,com.instantiations.eclipse.util,6.0.0.r36x201010211311,"com.instantiations.eclipse.util",1290435072532
started,bundle,com.instantiations.eclipse.usageprofiler,6.0.0.r36x201010211311,"com.instantiations.eclipse.usageprofiler",1290435072707
started,bundle,com.instantiations.eclipse.usageprofiler.ui,6.0.0.r36x201010211311,"com.instantiations.eclipse.usageprofiler.ui",1290435072717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290437977190
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290438645481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290438646191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290521633628
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290521646004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290521688424
opened,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1290521692863
started,bundle,com.instantiations.designer.xwt,8.1.0.r36x201010220718,"com.instantiations.designer.xwt",1290521693012
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1290521693026
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1290521693138
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1290521693567
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290521697265
started,bundle,com.instantiations.designer.runtime.lib,8.1.0.r36x201010220706,"com.instantiations.designer.runtime.lib",1290521697868
started,bundle,com.instantiations.designer.gwt.GWTExt,8.1.0.r36x201010220728,"com.instantiations.designer.gwt.GWTExt",1290521698066
started,bundle,com.instantiations.designer.rcp.nebula,8.1.0.r36x201010220731,"com.instantiations.designer.rcp.nebula",1290521698097
started,bundle,com.instantiations.designer.swing.FormLayout,8.1.0.r36x201010220722,"com.instantiations.designer.swing.FormLayout",1290521698133
started,bundle,com.instantiations.designer.swing.hc,8.1.0.r36x201010220722,"com.instantiations.designer.swing.hc",1290521698145
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1290521699541
started,bundle,org.eclipse.pde,3.6.1.v201009090800,"org.eclipse.pde",1290521699762
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1290521699813
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1290521699873
started,bundle,com.instantiations.designer.core.apiImpl,8.1.0.r36x201010220706,"com.instantiations.designer.core.apiImpl",1290521701241
started,bundle,com.instantiations.designer.rcp.GroupLayout,8.1.0.r36x201010220731,"com.instantiations.designer.rcp.GroupLayout",1290521701548
started,bundle,com.instantiations.designer.rcp.swing2swt,8.1.0.r36x201010220731,"com.instantiations.designer.rcp.swing2swt",1290521701556
started,bundle,com.instantiations.designer.swing.jsr296,8.1.0.r36x201010220722,"com.instantiations.designer.swing.jsr296",1290521707552
started,bundle,com.instantiations.designer.layout.group,8.1.0.r36x201010220713,"com.instantiations.designer.layout.group",1290521708292
started,bundle,com.instantiations.designer.swing.MigLayout.lib,8.1.0.r36x201010220722,"com.instantiations.designer.swing.MigLayout.lib",1290521708943
started,bundle,com.instantiations.designer.swing.MigLayout,8.1.0.r36x201010220722,"com.instantiations.designer.swing.MigLayout",1290521708949
started,bundle,com.instantiations.designer.swing.java6,8.1.0.r36x201010220722,"com.instantiations.designer.swing.java6",1290521708971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290521710562
started,bundle,com.instantiations.designer.swing.ams,8.1.0.r36x201010220722,"com.instantiations.designer.swing.ams",1290522112056
started,bundle,com.instantiations.designer.os,8.1.0.r36x201010220706,"com.instantiations.designer.os",1290522188247
started,bundle,com.instantiations.designer.os.win32,8.1.0.r36x201010220706,"com.instantiations.designer.os.win32",1290522188303
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522196916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522196940
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522199684
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522199731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522215022
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522218793
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522241696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522267540
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1290522275593
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1290522278200
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1290522279180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1290522280931
error,log,,,"Designer [8.1.0.r36x201010220706]: com.instantiations.designer.core.utils.check.AssertionFailedException: null argument: ",1290522283971
error,log,,,"Designer [8.1.0.r36x201010220706]: com.instantiations.designer.core.utils.check.AssertionFailedException: null argument: ",1290522290228
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1290522299567
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522299665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522300349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522310184
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522334975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290522336832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290525453304
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290525458818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290526072256
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290526080956
